Index,demand
761,0.07465563
762,0.06030879
763,0.6042596
764,0.05980265
765,0.063702576
766,0.09334644
767,0.057684414
768,0.054127347
769,0.0615854
770,0.06627816
771,0.059341203
772,0.057681695
773,0.060746014
774,0.066187814
775,0.05862694
776,0.2702803
777,0.05898228
778,0.064492926
779,0.058819134
780,0.268239
781,0.0595358
782,0.06174477
783,0.05504351
784,0.06017127
785,0.067066364
786,0.2667103
787,0.06424334
788,0.05962544
789,0.060754903
790,0.062089063
791,0.058294177
792,0.06424334
793,0.065100804
794,0.061256737
795,0.075799376
796,0.05919203
797,0.07226371
798,0.2663772
799,0.062101077
800,0.062089063
801,0.05875054
802,0.058862153
803,0.06204987
804,0.067910396
805,0.06126876
806,0.061091255
807,0.056130953
808,0.059795815
809,0.06154317
810,0.062362768
811,0.07060863
812,0.06489372
813,0.06839136
814,0.06036463
815,0.057327177
816,0.06581711
817,0.056825116
818,0.05833537
819,0.06122448
820,0.05835717
821,0.060065106
822,0.06274409
823,0.061289098
824,0.054769076
825,0.06418751
826,0.062149808
827,0.07465563
828,0.056130953
829,0.059098158
830,0.057663344
831,0.056599606
832,0.05715125
833,0.071135804
834,0.058586493
835,0.062172573
836,0.059061304
837,0.05862694
838,0.063820705
839,0.06364298
840,0.058783446
841,0.065250464
842,0.060493547
843,0.058456577
844,0.059916794
845,0.058993895
846,0.058389913
847,0.05805988
848,0.061415117
849,0.060698014
850,0.060486145
851,0.06074837
852,0.052663818
853,0.059006985
854,0.07035397
855,0.07226805
856,0.061601475
857,0.05536923
858,0.06403809
859,0.06560807
860,0.04080924
861,0.0634666
862,0.058993492
863,0.06230358
864,0.050740495
865,0.062554196
866,0.060660567
867,0.07042704
868,0.058545016
869,0.052132554
870,0.06795001
871,0.06469067
872,0.06596356
873,0.06333896
874,0.058653288
875,0.06480067
876,0.06469067
877,0.06131746
878,0.060849193
879,0.059343085
880,0.06279462
881,0.05962544
882,0.06106333
883,0.058801353
884,0.062089063
885,0.05980265
886,0.054019038
887,0.06234202
888,0.063049614
889,0.057830412
890,0.06507296
891,0.060742695
892,0.060983244
893,0.07332085
894,0.062397726
895,0.06317862
896,0.060710106
897,0.06457715
898,0.05830551
899,0.06009497
900,0.060074862
901,0.05877599
902,0.2813266
903,0.059099946
904,0.05830551
905,0.062390096
906,0.049884897
907,0.43020403
908,0.057958763
909,0.06395177
910,0.057883255
911,0.060027644
912,0.06687731
913,0.27170637
914,0.058383483
915,0.6233138
916,0.059036385
917,0.059464548
918,0.058842465
919,0.05795316
920,0.07332085
921,0.06152436
922,0.061970502
923,0.06271994
924,0.057802785
925,0.060220983
926,0.063723646
927,0.5965975
928,0.06247539
929,0.07978087
930,0.061638597
931,0.061542235
932,0.054935053
933,0.06309113
934,0.05666743
935,0.059676036
936,0.07261247
937,0.058383483
938,0.47079778
939,0.05915006
940,0.06424888
941,0.2739602
942,0.06077856
943,0.45194563
944,0.058737267
945,0.0579973
946,0.063380174
947,0.059345342
948,0.0647667
949,0.06588588
950,0.059135664
951,0.06350617
952,0.05537908
953,0.057774562
954,0.057557717
955,0.05769479
956,0.26619306
957,0.05800226
958,0.063790806
959,0.05892525
960,0.06310838
961,0.061970867
962,0.05708535
963,0.05067228
964,0.060074862
965,0.06198584
966,0.053751048
967,0.06215965
968,0.062017113
969,0.055852644
970,0.053105373
971,0.060426187
972,0.059120804
973,0.06501484
974,0.27014133
975,0.06031343
976,0.060265187
977,0.05726144
978,0.26707298
979,0.06568764
980,0.062390096
981,0.061952956
982,0.0635745
983,0.059466917
984,0.06602198
985,0.070045575
986,0.058543917
987,0.2634616
988,0.27631837
989,0.060265187
990,0.063975245
991,0.06410563
992,0.06009497
993,0.07016833
994,0.0603715
995,0.05590606
996,0.059530362
997,0.06495235
998,0.059003778
999,0.063028425
1000,0.053751048
1001,0.5587031
1002,0.056160416
1003,0.055852644
1004,0.061138466
1005,0.062243365
1006,0.05841535
1007,0.06237407
1008,0.06380285
1009,0.060716137
1010,0.061550807
1011,0.053460985
1012,0.062912814
1013,0.05887373
1014,0.05710693
1015,0.059036385
1016,0.0643292
1017,0.05940396
1018,0.05696965
1019,0.06195827
1020,0.060290582
1021,0.26698905
1022,0.059232246
1023,0.061638597
1024,0.06937269
1025,0.060511447
1026,0.06383916
1027,0.05919377
1028,0.06818796
1029,0.064507805
1030,0.061095472
1031,0.057017747
1032,0.28060892
1033,0.05543266
1034,0.05834905
1035,0.06778428
1036,0.056486227
1037,0.059160553
1038,0.06159807
1039,0.071198605
1040,0.075085744
1041,0.056646418
1042,0.06023725
1043,0.059621096
1044,0.0582286
1045,0.060426187
1046,0.059515897
1047,0.059162807
1048,0.27092433
1049,0.2774108
1050,0.25710654
1051,0.05676773
1052,0.06300515
1053,0.06336051
1054,0.061970867
1055,0.058961324
1056,0.06153101
1057,0.06337069
1058,0.52691376
1059,0.06086217
1060,0.069273286
1061,0.0603715
1062,0.06473349
1063,0.06777043
1064,0.06759457
1065,0.063311666
1066,0.059599746
1067,0.054721996
1068,0.06237407
1069,0.0598125
1070,0.06501171
1071,0.0574447
1072,0.0603715
1073,0.07332085
1074,0.05945406
1075,0.060274888
1076,0.05932545
1077,0.052837875
1078,0.5778914
1079,0.05523583
1080,0.06215965
1081,0.058682326
1082,0.06473349
1083,0.061907455
1084,0.0617914
1085,0.061638597
1086,0.06065387
1087,0.055561952
1088,0.048398163
1089,0.06337069
1090,0.06501171
1091,0.058957696
1092,0.056258857
1093,0.060070015
1094,0.050210405
1095,0.062012814
1096,0.05919377
1097,0.06686144
1098,0.055852644
1099,0.06319228
1100,0.06380285
1101,0.06209742
1102,0.0617617
1103,0.056486227
1104,0.06215423
1105,0.06081156
1106,0.057941753
1107,0.07948017
1108,0.06090195
1109,0.06336051
1110,0.059466917
1111,0.05432379
1112,0.060635187
1113,0.055019774
1114,0.0650363
1115,0.06473349
1116,0.058868002
1117,0.061134387
1118,0.059437964
1119,0.06627933
1120,0.061356127
1121,0.06457715
1122,0.062389553
1123,0.060716137
1124,0.05877315
1125,0.06856729
1126,0.058687303
1127,0.05910559
1128,0.06777043
1129,0.056947257
1130,0.06280416
1131,0.06247539
1132,0.059676036
1133,0.060839813
1134,0.069452785
1135,0.5587397
1136,0.058092967
1137,0.06065387
1138,0.059160553
1139,0.06237407
1140,0.056947257
1141,0.060717337
1142,0.07102341
1143,0.06320339
1144,0.06041058
1145,0.25743306
1146,0.05887373
1147,0.065450445
1148,0.06532767
1149,0.069324
1150,0.061138466
1151,0.061996084
1152,0.056486227
1153,0.06659003
1154,0.057203896
1155,0.06652657
1156,0.058570817
1157,0.057971224
1158,0.06174473
1159,0.5930311
1160,0.05837317
1161,0.07676341
1162,0.27184737
1163,0.0589207
1164,0.2587696
1165,0.26190603
1166,0.053987253
1167,0.060529623
1168,0.055019774
1169,0.0589207
1170,0.27088737
1171,0.057203896
1172,0.27189863
1173,0.06408011
1174,0.05834905
1175,0.057688896
1176,0.062397726
1177,0.057421222
1178,0.061638597
1179,0.05843917
1180,0.06059647
1181,0.055019774
1182,0.064519286
1183,0.07367564
1184,0.056523398
1185,0.05727349
1186,0.05571876
1187,0.057883255
1188,0.3027487
1189,0.26833382
1190,0.058511343
1191,0.06359587
1192,0.059855532
1193,0.05708535
1194,0.061088044
1195,0.5452634
1196,0.052837875
1197,0.053460985
1198,0.25831622
1199,0.2731993
1200,0.06111585
1201,0.060132556
1202,0.059268933
1203,0.05864844
1204,0.061453097
1205,0.059721015
1206,0.056219775
1207,0.06325281
1208,0.26574478
1209,0.26341394
1210,0.06325281
1211,0.27003828
1212,0.56024903
1213,0.056043565
1214,0.070659176
1215,0.05902783
1216,0.06279789
1217,0.059621096
1218,0.05295213
1219,0.59865135
1220,0.07003002
1221,0.058604583
1222,0.4893218
1223,0.062245574
1224,0.061350662
1225,0.26550755
1226,0.059599746
1227,0.06336051
1228,0.060082033
1229,0.061170384
1230,0.06164142
1231,0.058687303
1232,0.06383916
1233,0.05907783
1234,0.062834375
1235,0.06554315
1236,0.061616365
1237,0.0682332
1238,0.26913986
1239,0.49568412
1240,0.27849504
1241,0.05543266
1242,0.26553634
1243,0.26152027
1244,0.06829955
1245,0.5423295
1246,0.8814126
1247,0.25743306
1248,0.06486236
1249,0.059101187
1250,0.06266543
1251,0.06658668
1252,0.07839127
1253,0.06329426
1254,0.07102341
1255,0.06347278
1256,0.057802785
1257,0.055852644
1258,0.063975245
1259,0.059160553
1260,0.06436108
1261,0.055709593
1262,0.061415657
1263,0.063408844
1264,0.06041058
1265,0.061345465
1266,0.056587003
1267,0.26629415
1268,0.057773735
1269,0.05415726
1270,0.5797144
1271,0.56078297
1272,0.56800795
1273,0.05726144
1274,0.06687731
1275,0.059922952
1276,0.05578361
1277,0.2762211
1278,0.06159807
1279,0.060674053
1280,0.059599746
1281,0.061209768
1282,0.05737449
1283,0.06367347
1284,0.061345465
1285,0.05571876
1286,0.27265215
1287,0.06102432
1288,0.06111115
1289,0.06086542
1290,0.09170823
1291,0.06328887
1292,0.06701281
1293,0.06280416
1294,0.06086542
1295,0.059855532
1296,0.06237407
1297,0.0575679
1298,0.0617914
1299,0.56008404
1300,0.60764045
1301,0.543244
1302,0.062067755
1303,0.0635745
1304,0.0650363
1305,0.27251512
1306,0.050210405
1307,0.056258857
1308,0.062390096
1309,0.053751048
1310,0.05710693
1311,0.059264444
1312,0.061356127
1313,0.27003828
1314,0.061616365
1315,0.56756186
1316,0.25774384
1317,0.057039794
1318,0.06748161
1319,0.062017113
1320,0.07060556
1321,0.06189092
1322,0.06222323
1323,0.057017747
1324,0.061220866
1325,0.06344377
1326,0.061096013
1327,0.060839813
1328,0.058214694
1329,0.06726755
1330,0.4976424
1331,0.51810557
1332,0.5483449
1333,0.061345465
1334,0.26878822
1335,0.26470694
1336,0.056042276
1337,0.06748161
1338,0.059160553
1339,0.058127973
1340,0.057688896
1341,0.063620694
1342,0.574191
1343,0.51072496
1344,0.056366578
1345,0.0635745
1346,0.057954054
1347,0.06694715
1348,0.061233282
1349,0.55344534
1350,0.0582286
1351,0.058534242
1352,0.06325454
1353,0.058506675
1354,0.06484017
1355,0.05906636
1356,0.5376198
1357,0.5195522
1358,0.043135077
1359,0.06887464
1360,0.062006146
1361,0.07134048
1362,0.062042244
1363,0.06031343
1364,0.061638597
1365,0.06131148
1366,0.056938108
1367,0.06856729
1368,0.052270886
1369,0.060530722
1370,0.057784013
1371,0.06319228
1372,0.55708104
1373,0.5555205
1374,0.48214954
1375,0.26654014
1376,0.050210405
1377,0.059160553
1378,0.259348
1379,0.5275277
1380,0.05940396
1381,0.06350454
1382,0.060082033
1383,0.052377477
1384,0.06830169
1385,0.26497042
1386,0.056587003
1387,0.26120776
1388,0.26194113
1389,0.27320057
1390,0.51077956
1391,0.061096013
1392,0.060070015
1393,0.057708263
1394,0.05907783
1395,0.062067755
1396,0.06285246
1397,0.6257785
1398,0.06174473
1399,0.049884897
1400,0.05968423
1401,0.060918782
1402,0.056597363
1403,0.5482557
1404,0.26194113
1405,0.5099592
1406,0.55366457
1407,0.05795316
1408,0.2669793
1409,0.2712345
1410,0.055396535
1411,0.0714565
1412,0.060290582
1413,0.059721015
1414,0.27703413
1415,0.26190603
1416,0.0640101
1417,0.4730155
1418,0.2741257
1419,0.12958692
1420,0.056366578
1421,0.056531064
1422,0.06325281
1423,0.062003188
1424,0.06081156
1425,0.052837875
1426,0.058868002
1427,0.06402809
1428,0.06261717
1429,0.06627933
1430,0.057688896
1431,0.06558988
1432,0.5574923
1433,0.5487925
1434,0.6417396
1435,0.5178694
1436,0.49147516
1437,0.06131148
1438,0.06778428
1439,0.059101187
1440,0.06869148
1441,0.057988014
1442,0.055852644
1443,0.06312018
1444,0.059816957
1445,0.06285246
1446,0.070780806
1447,0.05553795
1448,0.059954103
1449,0.054342024
1450,0.060716137
1451,0.050142523
1452,0.061952956
1453,0.059140097
1454,0.061938066
1455,0.06498601
1456,0.05459253
1457,0.058145713
1458,0.06291615
1459,0.27386186
1460,0.25127244
1461,0.63071793
1462,0.5080553
1463,0.55533344
1464,0.71197
1465,0.061670244
1466,0.05834905
1467,0.06605216
1468,0.059220225
1469,0.06131148
1470,0.06956135
1471,0.060274888
1472,0.56859905
1473,0.059845652
1474,0.063208796
1475,0.059893463
1476,0.063723646
1477,0.055835903
1478,0.06405661
1479,0.066134945
1480,0.088797964
1481,0.070780806
1482,0.064657405
1483,0.056520704
1484,0.061550807
1485,0.49917558
1486,0.48608863
1487,0.27166295
1488,0.5460565
1489,0.5469222
1490,0.6525231
1491,0.059101187
1492,0.06481937
1493,0.057557717
1494,0.06956135
1495,0.06931227
1496,0.06252843
1497,0.064230956
1498,0.06283764
1499,0.56195223
1500,0.063975245
1501,0.5504015
1502,0.060710106
1503,0.088797964
1504,0.056646418
1505,0.062851466
1506,0.06554315
1507,0.059984546
1508,0.06215965
1509,0.25833485
1510,0.49025756
1511,0.49453813
1512,0.5869091
1513,0.06568764
1514,0.6103646
1515,0.059462797
1516,0.06268576
1517,0.057830412
1518,0.068497665
1519,0.058868002
1520,0.068497665
1521,0.26925737
1522,0.055459514
1523,0.26071894
1524,0.058383483
1525,0.06031343
1526,0.063380174
1527,0.05932545
1528,0.06031343
1529,0.057017747
1530,0.0625313
1531,0.06726755
1532,0.27766
1533,0.058076885
1534,0.06192327
1535,0.059462942
1536,0.06065387
1537,0.06210634
1538,0.061024312
1539,0.059120804
1540,0.06117218
1541,0.26733702
1542,0.06164142
1543,0.05179269
1544,0.06031343
1545,0.06532767
1546,0.062834375
1547,0.061907455
1548,0.05501787
1549,0.06031343
1550,0.061541706
1551,0.055933755
1552,0.06622598
1553,0.064657405
1554,0.060684085
1555,0.053244777
1556,0.59112006
1557,0.2741257
1558,0.057941753
1559,0.06192327
1560,0.057688896
1561,0.061970502
1562,0.06607871
1563,0.088797964
1564,0.06457715
1565,0.052270886
1566,0.07134048
1567,0.065285824
1568,0.060416438
1569,0.056947257
1570,0.060290582
1571,0.26497042
1572,0.05415726
1573,0.08167775
1574,0.05881315
1575,0.06153101
1576,0.059328716
1577,0.25743306
1578,0.06386396
1579,0.06086542
1580,0.05553795
1581,0.05887186
1582,0.06090195
1583,0.063359044
1584,0.054342024
1585,0.060410902
1586,0.06605216
1587,0.058930125
1588,0.06627933
1589,0.058570817
1590,0.06281614
1591,0.06210634
1592,0.049282137
1593,0.055704337
1594,0.06484017
1595,0.06300515
1596,0.063028425
1597,0.07332085
1598,0.058506675
1599,0.2716077
1600,0.058737267
1601,0.05915006
1602,0.061871644
1603,0.059816957
1604,0.066118605
1605,0.06486236
1606,0.06408011
1607,0.06856729
1608,0.06078969
1609,0.05834905
1610,0.06189092
1611,0.06025337
1612,0.065450445
1613,0.26460543
1614,0.061638597
1615,0.06473349
1616,0.0625313
1617,0.05759459
1618,0.057148296
1619,0.06025337
1620,0.054541517
1621,0.069789395
1622,0.2752991
1623,0.5599357
1624,0.053786956
1625,0.07332085
1626,0.060274888
1627,0.061114337
1628,0.05738542
1629,0.057708263
1630,0.06073302
1631,0.06252843
1632,0.57145184
1633,0.055704337
1634,0.062017113
1635,0.069789395
1636,0.055504844
1637,0.058534242
1638,0.08167775
1639,0.56179726
1640,0.062017113
1641,0.063208796
1642,0.06242004
1643,0.061248578
1644,0.057971224
1645,0.058682326
1646,0.057148296
1647,0.0698816
1648,0.054342024
1649,0.055216722
1650,0.05446909
1651,0.061344195
1652,0.06501171
1653,0.057184212
1654,0.06247539
1655,0.06210634
1656,0.06000103
1657,0.063790806
1658,0.07839127
1659,0.06221861
1660,0.059721015
1661,0.055835903
1662,0.060856514
1663,0.5609025
1664,0.06077856
1665,0.057393186
1666,0.061952956
